Company Name, Telephone, Email, Website
WISON SCREW INDUSTRIES SDN BHD （MFA-W13） , 606-9860700, cerline@wisonscrew.com, www.wisonscrew.com
WOOD STAR ENTERPRISE (MFA-W5) , +606 986 0320, NaN, NaN
WORLDPAN FURNITURE SDN BHD , +606 986 0685, NaN, NaN
WS FURNITURE INDUSTRIES SDN BHD , 019-6668875, wsfurnitureind@gmail.com, NaN
XIANG YI ENTERPRISE SDN BHD (MFA-X1) , +606 986 6992 / +606 986 0992, info@xiangyienterprise.com, www.xiangyienterprise.com
XIN BEE ALUMINIUM & FRAME MAKER SDN BHD (MFA-X4) , 606-9873529 / 4529, xinbee.glass@yahoo.com, NaN
XIN SENG HUAT FURNITURE SDN BHD (MFA-X6) , 012-3399790, xinsenghuat@gmail.com / tanksxinsenghuat@gmail.com, NaN
XIN SHUN XING FURNITURE (MFA-X2) , +606 987 2943, shipping@xsxfurniture.com / khtan_16@hotmail.com, NaN
XINHE FURNITURE INDUSTRIES SDN BHD (MFA-X5) , 012-2540930, xinhefurniture@gmail.com, NaN
XINSHENG SOFA (MFA-X3) , +606 985 5088, xinsheng_sofa@hotmail.com, NaN
Y AIK FURNITURE (MFA-Y17) , +606 986 8780, NaN, NaN
YANGWOOD SDN BHD (MFA-Y1) , +606 981 2612, gan@yangwood.com / account@yangwood.com, www.yangwood.com
YEDDA FURNITURES SDN BHD (MFA-Y14) , +606 972 7669, yedda.fur@gmail.com, NaN
YEE GUAN FURNITURE MANUFACTURING SDN BHD , +606 985 7890, yeeguanf@streamyx.com / yeeguan@myjaring.net, www.yeeguan.com
YEE KO ENTERPRISE (MFA-Y28) , 606 - 986 5492, yeekoenterprise@gmail.com, NaN
YEO AIK HEVEA (M) SDN BHD (MFA-Y18) , +606 972 7178 / 606 9728518, personnel@yeoaik.com / hr.yeoaikhevea@gmail.com, NaN
YEO AIK WOOD SDN BHD (MFA-Y3) , +606 265 0111, ya@yeoaik.com / personnel@yeoaik.com, www.yeoaik.com
YH TEE FURNITURE TRADING SDN BHD (MFA-Y6) , +606 953 3975, yht@yhtfurniture.com, www.alibaba.com/member/yhtee.html
YIN DA TRADING (MFA-Y24) , 06-9534251, yinda_trading@hotmail.com, NaN
YING SHUN ENTERPRISE (MFA-Y12) , +606 986 0514, yingshun_yeo@yahoo.com, NaN
YINGS WOOD ENTERPRISE (MFA-Y22) , 012-6317919, yingswoodent@gmail.com, NaN
YL HOME FURNITURE (MFA-Y25) , 019-4645599, ylhome8899@hotmail.com, NaN
YO BROTHERS ENGINEERING SDN BHD , 606-9811777, yobro@hotmail.my, www.yobrothers.com.my
YON CHING INDUSTRIES SDN BHD , NaN, NaN, NaN
YONG HUAT FURNITURE SDN BHD , +606 986 7137, yonghuat8888@yahoo.com, NaN
YONG HUAT HENG INDUSTRIES SDN BHD , +606 986 6789, yonghuatheng@gmail.com, NaN
YONG LI TOOLS SDN BHD (MFA-Y23) , 06-9868696, yonglitools@hotmail.com, NaN
YONG LONG SDN BHD (MFA-Y9) , +606 987 4737, yonglong5@yahoo.com, NaN
YONSIN ENTERPRISE SDN BHD (MFA-Y10) , +606 987 5600 / +606 987 5200, mibth@streamyx.com, NaN
YU HENG INDUSTRIES SDN BHD (MFA-Y11) , +606 986 5539, NaN, NaN
YX HOME FURNITURE SDN BHD (MFA-Y27) , 019-4255599, yxhome@hotmail.com, NaN
Z METAL SDN BHD (MFA-Z5) , 012 - 610 0069, zmetalsb@gmail.com, NaN
ZHENTAI CUTTERS INDUSTRIES SDN BHD (MFA-Z1) , +606 986 9555 / +606 986 6997, zhentai@zhentai.com, www.zhentai.com
ZIKO WOOD ENTERPRISE  (MFA-Z4) , 06-9857524, cicowood@gmail.com, NaN
ZILLION CREATIONS SDN BHD (MFA-Z3) , +606 972 7192, zil1105@streamyx.com, NaN
ZION HARDWARE ENTERPRISE (MFA-Z2) , +606 986 3522, NaN, NaN
3 DAY'S FURNITURE SDN BHD (MFA-T18) , +606 981 1609 / 709, 3days9099@gmail.com, https://3daysfurniture.com
TMH FURNITURE IND. SDN. BHD. (MFA-T9) , 606-9710666, tmh@tmhfurniture.com, www.tmhfurniture.com
MOBILIA INTERNATIONAL SDN BHD , +606 986 0901, eric@mobiliainternational.com / khoo@mobiliainternational.com, www.mobiliainternational.com
LF FURNITURE INDUSTRIES SDN BHD , 606-9868802 / 9866080, lf@lffurniture.com, www.lffurniture.com
KF FURNITURE EXPORT SDN BHD (MFA-K25) , 06-985 6533, jacelyn@kffurnitureexport.com, www.kffurnitureexport.com
TECHCENTIAL SDN. BHD. (MFA-T4) , 606-9873999, admin@techcential.com / eng@techcential.com / louiseng@techcential.com, www.techcential.com
BSL FURNITURE SDN. BHD. (MFA-A10) , 606-9869722, bsl933@hotmail.com, www.bslfurniture.com
SF FURNITURE SDN. BHD. (MFA-S34) , 606-986 9958, info@sffurn.com / leo@sffurn.com, www.sffurn.com
DEEP FURNITURE SDN BHD (MFA-D2) , 06-987 5303, deep@deep303.com / sales@deep303.com, www.deep303.com
FURNCREST SDN BHD (MFA-F8) , +606 953 5055, info@funcrest.com, www.funcrest.com
HON WEI FURNITURE SDN. BHD. (MFA-H9) , 606-9859929, info@honweifurniture.com, www.honweifurniture.com
KER GLOBAL FURNITURE (M) SDN. BHD. (MFA-K9) , 606-9865668, csk@kerfurniture.com / info@kerfurniture.com / shley@kerfurniture.com, www.kerfurniture.com
FENG QUAN FURNITURE INDUSTRY (MFA-F13) , +606 986 3206, fengquan5796@hotmail.com, NaN
YEONG SHENG FURNITURE IND SDN BHD (MFA-Y4) , +606 986 7021 / +060 986 0087, info@yeongsheng.com, www.yeongsheng.com
ACE (MA) FURNITURE SDN BHD (MFA-A1) , 606-9858585 / 9857642, acemafurnsb@yahoo.com, NaN
NEW VISTA SDN. BHD. (MFA-H4) , 06-9867015, vista9933@hotmail.com, NaN
POH HUAT FURNITURE IND. SDN. BHD. , 606-9859688, homeoffice@pohhuat.com, www.pohhuat.com
B. E. FURNITURE SDN BHD (MFA-B2) , 606-9855111 , engmd@bintangemas.com, bintangemas.com
HUI WAN FURNITURE (MFA-H26) , +606 986 8893, huiwan85@hotmail.com, NaN
SYARIKAT PERABUT BUKIT BATU SDN BHD , +606 986 5269, bukitbatu@hotmail.com, www.bukitbatu.com.my
ISOTOP CORPORATON SDN BHD , +606 952 0857 / +606 951 7285, isotop@isotop.com.my, www.isotop.com.my
LENG SHENG FURNITURE INDUSTRIES SDN. BHD. (MFA-L22) , 606-9860554, NaN, NaN
PLYMAX VENEER SDN BHD (MFA-P14) , 606 - 987 2000, info@plymax.com,  www.plymax.com
ALIAN TRADING SDN. BHD. (MFA-A7) , 606-9856791, aliantrd@gmail.com, NaN
MAGNA LUXURY SDN BHD (MFA-M10) , +606 986 0998, magna@myjaring.net, NaN
INFINITY FURNITURE INDUSTRY (MFA-I11) , 606-9529881, info@infinityfurniture.com.my, www.infinityfurniture.com.my
AIREGOLD SDN BHD (MFA-A5) , 606-9859233 / 9858127, alby@airegold.com / spchia@airegold.com / ng@airegold.com / purchasing@airegold.com, www.airegold.com
YOUNG SING INDUSTRY SDN BHD , +606 986 5355, sin6126@gmail.com, NaN
CONCORDE FURNITURE INDUSTRIES SDN BHD , 606-9811537, info@concordefurn.com / jimmy@concordefurn.com /, www.concordefurn.com
SOUTHERN LEGEND SDN. BHD. (MFA-S38) , 606-9873111, slsb5543@streamyx.com, NaN
KOK WEE SIANG (MFA-K11) , 012-6776321, NaN, NaN
YEU HONG FURNITURE INDUSTRIES SDN BHD , 606-9872200, yeuhong@yeuhong.com / choon-yen.tang@yeuhong.com, www.yeuhong.com
SMOOTH STAR ENTERPRISE SDN BHD , +606 985 8885, pohchin@smoothstar.net, www.smoothstar.net
HOME UPHOLSTERY INDUSTRIES SDN BHD , 606-9865000, enquiry@eritz.com.my /  yhpua@eritz.com.my, www.eritz.com.my
NCS WOOD PRODUCTS SDN. BHD. , 606-9863919, tlb_nsc@yahoo.com  / kellytay6878@yahoo.com, NaN
MASMI FURNITURE SDN. BHD. (MFA-M23) , 606-9860111, info@axfurniture.com, NaN
N.T FURNITURE INDUSTRIES (M) SDN BHD , NaN, lptan-nt@hotmail.com, NaN
POH KEONG INDUSTRIES SDN.BHD. (MFA-P12) , 606-9850258, info@pohkeongfurniture.org, www.pohkeongfurniture.com
U VENEER SDN. BHD. (MFA-U3) , 606-06-9858793, ethan.uv@gmail.com, https://uveneer.com.my/about/
JC HARDWARE MARKETING SDN. BHD. (MFA-J10) , 606-9517557, jchardware2016@gmail.com, NaN
